Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
MAP2K2,1,0,1,0,1,1,1,1,NA
MAP3K11,1,0,0,1,-1,1,-1,-1,NA
MAPK1,1,0,1,0,1,1,1,1,NA
MAPK11,1,0,1,0,1,1,1,1,NA
MAPK14,1,0,1,0,1,1,1,1,NA
MAPK3,1,0,1,0,1,1,1,1,NA
MAPK8,1,0,1,0,1,1,1,1,NA
MAPKAPK2,1,0,1,0,1,1,1,1,NA
MAPKAPK5,1,0,1,0,1,1,1,1,NA
MEF2A,1,0,1,0,1,1,1,1,8.028277568645372
MEF2D,1,0,1,0,1,1,1,1,NA
MITF,1,0,1,0,1,1,1,1,9.657052573466224
MTOR,1,0,1,0,1,1,1,1,NA
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOR2,1,0,0,1,-1,1,-1,-1,NA
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NR2F6,1,0,0,1,-1,1,-1,-1,-0.6867509231599188
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
PAK1,1,0,1,0,1,1,1,1,NA
PAX8,1,0,0,1,-1,1,-1,-1,NA
PCNA,1,0,0,1,-1,1,-1,-1,NA
PIK3R1,1,0,1,0,1,1,1,1,NA
PPM1G,0,0,0,1,-1,0,-1,-1,NA
PRKCA,1,0,1,0,1,1,1,1,NA
PRKCD,1,0,1,0,1,1,1,1,NA
PRKCZ,1,0,1,0,1,1,1,1,NA
PRKDC,1,0,1,0,1,1,1,1,NA
PTK2,1,0,1,0,1,1,1,1,NA
PTK2B,1,0,1,0,1,1,1,1,NA
PTPN1,1,0,1,0,1,1,1,1,NA
PTPN11,1,0,1,0,1,1,1,1,NA
RAC1,1,0,1,0,1,1,1,1,NA
RAF1,1,0,1,0,1,1,1,1,NA
RARA,1,0,1,0,1,1,1,1,4.635357757350726
RB1,1,0,1,0,1,1,1,1,NA
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RHOA,1,0,1,0,1,1,1,1,NA
RPS6KA4,1,0,1,0,1,1,1,1,NA
RUNX1,1,0,1,0,1,1,1,1,5.669603720799593
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SP3,1,0,1,0,1,1,1,1,5.508311997144065
SRF,1,0,1,0,1,1,1,1,11.457427235080491
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
SYK,1,0,1,0,1,1,1,1,NA
TAB1,1,0,0,1,-1,1,-1,-1,NA
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,1,0,1,0,1,1,1,1,NA
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRIM28,1,0,0,1,-1,1,-1,-1,NA
USF1,1,0,1,0,1,1,1,1,3.9193143089935942
VCL,2,0,1,0,1,1,1,1,3.69642175113193
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
YBX1,2,0,0,1,-1,1,-1,-1,-1.020054552648916
YY1,1,0,0,1,-1,1,-1,-1,-0.9541404011055771
ZMIZ1,1,0,0,1,-1,1,-1,-1,NA
