Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
MAP2K2,1,0,1,0,1,1,1,1,3.0192960625233747
MAP3K11,1,0,0,1,-1,1,-1,-1,-0.8134012022652773
MAPK1,1,0,1,0,1,1,1,1,1.6996888493533562
MAPK11,1,0,1,0,1,1,1,1,3.359858040974827
MAPK14,1,0,1,0,1,1,1,1,3.4568505745897102
MAPK3,1,0,1,0,1,1,1,1,1.661523782835066
MAPK8,1,0,1,0,1,1,1,1,3.593770323043058
MAPKAPK2,1,0,1,0,1,1,1,1,2.2041096317286484
MAPKAPK5,1,0,1,0,1,1,1,1,2.040278938624811
MEF2A,1,0,1,0,1,1,1,1,8.028277568645372
MEF2D,1,0,1,0,1,1,1,1,2.3925393648455984
MITF,1,0,1,0,1,1,1,1,9.657052573466224
MTOR,1,0,1,0,1,1,1,1,2.8235335133683117
MYC,1,0,0,1,-1,1,-1,-1,-5.155864131816764
NCOR2,1,0,0,1,-1,1,-1,-1,-0.561866642823035
NFE2L2,1,0,1,0,1,1,1,1,3.8558189630713806
NFKB1,1,0,1,0,1,1,1,1,6.341658130739368
NOTCH1,3,0,0,1,-1,1,-1,-1,-0.705752569760374
NR2F6,1,0,0,1,-1,1,-1,-1,-0.6867509231599188
NR3C1,1,0,1,0,1,1,1,1,4.267822370959261
PAK1,1,0,1,0,1,1,1,1,1.9295238737211904
PAX8,1,0,0,1,-1,1,-1,-1,-1.9983068419761552
PCNA,1,0,0,1,-1,1,-1,-1,-0.8265991058433075
PIK3R1,1,0,1,0,1,1,1,1,3.219656852851615
PPM1G,0,0,0,1,-1,0,-1,-1,NA
PRKCA,1,0,1,0,1,1,1,1,2.935732385510591
PRKCD,1,0,1,0,1,1,1,1,3.176665257158597
PRKCZ,1,0,1,0,1,1,1,1,2.4330052744197186
PRKDC,1,0,1,0,1,1,1,1,2.270610161514067
PTK2,1,0,1,0,1,1,1,1,2.3152298875036386
PTK2B,1,0,1,0,1,1,1,1,3.1384981823211517
PTPN1,1,0,1,0,1,1,1,1,2.389314464900301
PTPN11,1,0,1,0,1,1,1,1,2.4238508080318693
RAC1,1,0,1,0,1,1,1,1,3.278904478606325
RAF1,1,0,1,0,1,1,1,1,1.8938694416075532
RARA,1,0,1,0,1,1,1,1,4.635357757350726
RB1,1,0,1,0,1,1,1,1,3.287641821265722
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RHOA,1,0,1,0,1,1,1,1,2.653826550510556
RPS6KA4,1,0,1,0,1,1,1,1,1.798977610925121
RUNX1,1,0,1,0,1,1,1,1,5.669603720799593
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SP3,1,0,1,0,1,1,1,1,5.508311997144065
SRF,1,0,1,0,1,1,1,1,11.457427235080493
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
SYK,1,0,1,0,1,1,1,1,2.608542068861039
TAB1,1,0,0,1,-1,1,-1,-1,-1.3179286489520092
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,1,0,1,0,1,1,1,1,1.5516077724162374
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRIM28,1,0,0,1,-1,1,-1,-1,-1.0845070768724503
USF1,1,0,1,0,1,1,1,1,3.9193143089935942
VCL,2,0,1,0,1,1,1,1,3.69642175113193
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
YBX1,2,0,0,1,-1,1,-1,-1,-1.020054552648916
YY1,1,0,0,1,-1,1,-1,-1,-0.9541404011055772
ZMIZ1,1,0,0,1,-1,1,-1,-1,-0.7405016533460359
